,symbol,Total buyers,Total sellers,Total traders,Min total traders,Total units,Max units per trader,Min units per trader,Normalized max units per trader,stddev,Optimal buyers,Optimal sellers,Optimal units,Optimal gain,MUDA-lottery gain,MUDA-Vickrey traders gain,MUDA-Vickrey total gain
242,TEK,7,3,10,3,100015,37043,200,185.215,47598.36796571916,17,17,30800,42800.0,0,0,0
243,TEK,5,10,15,5,125197,35900,200,179.5,50974.927062233255,3,3,2000,2050.0,350.0,150.0,375.0
244,TUG,8,2,10,2,87000,36500,700,52.142857142857146,49456.84987946563,2,3,1500,1375.0,0,0,0
245,TUG,6,9,15,6,163018,46000,300,153.33333333333334,66363.57630507868,12,10,36900,8225.0,5750.0,6700.0,7175.0
246,TXI,4,6,10,4,159303,55000,500,110.0,81559.42732143232,12,5,43292,68724.5,36250.0,39875.0,47500.0
247,TXI,6,9,15,6,152694,35000,300,116.66666666666667,60986.39262983178,13,13,56300,153637.5,153637.5,153337.5,153637.5
248,UAM,2,8,10,2,129960,45000,400,112.5,62001.0451524811,6,1,9600,8400.0,0,0,0
249,UAM,8,7,15,7,138260,45000,100,450.0,57045.06639491271,2,2,8000,12725.0,1200.0,1200.0,1200.0
250,UEP,6,4,10,4,262645,86000,1000,86.0,122391.03327041569,21,7,72200,10275.0,625.0,1250.0,1562.5
251,UEP,6,9,15,6,146152,28400,300,94.66666666666667,50270.480463190324,28,37,54050,29356.25,625.0,287.5,737.5
252,UMG,4,6,10,4,97650,27700,750,36.93333333333333,44296.41633360423,7,6,26200,5750.0,0,0,0
253,UMG,9,6,15,6,148800,32000,750,42.666666666666664,58199.44157807702,9,18,43800,6537.5,0,0,0
254,URS,7,3,10,3,53600,25000,200,125.0,30461.451048825627,3,3,900,200.0,0,0,0
255,URS,10,5,15,5,96700,22000,200,110.0,37073.3057603446,1,1,1000,0.0,0,0,0
256,USH,5,5,10,5,364860,272600,1300,209.69230769230768,276073.72131371,1,1,5000,6250.0,0,0,0
257,USH,8,7,15,7,287800,165200,400,413.0,172736.96767050185,3,7,10200,9325.0,1500.0,1500.0,1500.0
258,UTD,4,6,10,4,290900,240000,500,480.0,242284.97683513106,2,8,36900,77137.5,0,0,0
259,UTD,7,8,15,7,409800,240000,500,480.0,258221.3004382094,1,5,10800,16900.0,16150.0,16150.0,16150.0
260,UWR,6,4,10,4,293828,234400,400,586.0,235807.02963228218,2,5,14000,31500.0,26458.5,22291.5,31500.0
261,UWR,8,7,15,7,326637,234400,125,1875.2,241736.8026780366,9,8,12800,25612.5,4512.5,4512.5,4512.5
262,VCC,1,9,10,1,246838,133138,600,221.89666666666668,144472.7553693083,7,5,35000,5000.0,0,0,0
263,VCC,8,7,15,7,164600,41400,500,82.8,62343.24341899449,2,1,4000,0.0,0,0,0
264,VRC,6,4,10,4,100300,42700,200,213.5,53810.68667095784,8,5,26000,19375.0,0,0,0
265,VRC,6,9,15,6,412400,230800,200,1154.0,242527.6479084395,7,5,30600,15425.0,0,0,0
266,W  ,6,4,10,4,99023,30000,123,243.90243902439025,41129.85690468665,9,5,13000,26237.5,0,0,0
267,W  ,5,10,15,5,53853,20847,100,208.47,24580.733573268313,10,13,14758,10051.875,9553.625,8842.875,9553.625
268,WAE,8,2,10,2,347000,60000,5000,12.0,125534.85571744606,0,0,0,0.0,0,0,0
269,WAE,12,3,15,3,375100,60000,200,300.0,118474.25880755701,4,4,11400,39162.5,0,0,0
270,WBN,6,4,10,4,653180,212400,4950,42.90909090909091,287848.0422028262,56,21,203800,470650.0,6050.0,14575.0,18750.0
271,WBN,5,10,15,5,280475,67300,700,96.14285714285714,111946.80935605087,26,37,74700,177337.5,25709.375,23709.375,25709.375
272,WCS,5,5,10,5,32008,10500,400,26.25,13774.703771769467,2,6,1500,2087.5,1900.0,1900.0,1900.0
273,WCS,9,6,15,6,219348,113000,200,565.0,127423.71327190242,3,7,4900,4712.5,3525.0,3525.0,3525.0
274,WDG,4,6,10,4,57850,38000,400,95.0,39285.652597354165,1,1,450,0.0,0,0,0
275,WDG,6,9,15,6,37150,7500,200,37.5,13391.508503525658,4,2,2000,407.0,0,0,0
276,WHX,3,7,10,3,81700,28800,100,288.0,37505.86620783474,15,5,11900,9300.0,0,0,0
277,WHX,7,8,15,7,114200,65000,100,650.0,68555.2332065175,20,3,13000,11600.0,0,0,0
278,WIN,4,6,10,4,277232,236000,500,472.0,236764.41502894813,4,2,2900,4550.0,0,0,0
279,WIN,10,5,15,5,283446,236000,200,1180.0,236506.4776195358,22,3,25500,108937.5,0,0,0
280,XON,4,6,10,4,1628799,630000,400,1575.0,868946.5346044025,42,60,290954,382065.75,0,0,0
281,XON,6,9,15,6,1274717,407011,100,4070.11,605369.0150883178,38,23,142800,296108.0,0,0,0
282,Y  ,6,4,10,4,13408,5000,130,38.46153846153846,7203.034360601093,2,2,260,965.0,520.0,520.0,520.0
283,Y  ,8,7,15,7,18770,3300,100,33.0,6494.106559027192,3,1,942,5395.5,0,0,0
284,ZIF,5,5,10,5,101400,34000,300,113.33333333333333,46554.05460322441,2,2,6000,100.0,0,0,0
285,ZIF,8,7,15,7,73500,16000,300,53.333333333333336,25690.270531856997,10,5,14500,150.0,0,0,0
286,ZNT,4,6,10,4,25350,11500,150,76.66666666666667,13243.960887891508,6,4,1850,3100.0,2200.0,2200.0,2200.0
287,ZNT,8,7,15,7,85450,20000,100,200.0,29371.79769779167,11,3,12500,13212.5,6775.0,3700.0,9225.0
